model,folder,instance_id,k,reached,resolved,n_assistant_prefix,n_calls_prefix,n_repo_edits_prefix,n_edit_files_prefix,edit_churn_prefix,call_unique_ratio_prefix,n_read_prefix,n_edit_prefix,n_search_prefix,n_test_prefix,n_git_prefix,n_install_prefix,n_other_prefix
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-20801,10,1,True,10,16,1,1,0.0,0.875,0,1,0,14,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-20801,20,0,True,19,25,1,1,0.0,0.88,2,2,0,20,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-20801,30,0,True,19,25,1,1,0.0,0.88,2,2,0,20,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-20801,50,0,True,19,25,1,1,0.0,0.88,2,2,0,20,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-20801,75,0,True,19,25,1,1,0.0,0.88,2,2,0,20,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-20916,5,1,True,5,9,0,0,0.0,1.0,0,0,3,6,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-20916,10,1,True,10,15,0,0,0.0,0.9333333333333333,0,0,3,11,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-20916,20,1,True,20,25,0,0,0.0,0.88,0,1,3,20,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-20916,30,1,True,30,35,0,0,0.0,0.9142857142857143,0,1,3,29,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-20916,50,0,True,37,42,0,0,0.0,0.9285714285714286,2,2,4,32,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-20916,75,0,True,37,42,0,0,0.0,0.9285714285714286,2,2,4,32,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-21379,5,1,True,5,8,2,2,0.0,1.0,0,2,1,4,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-21379,10,1,True,10,17,3,3,0.0,1.0,0,3,1,12,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-21379,20,1,True,20,30,5,5,0.0,1.0,0,5,1,23,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-21379,30,1,True,30,41,5,5,0.0,1.0,0,5,1,33,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-21379,50,0,True,37,48,6,6,0.0,1.0,2,7,1,35,1,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-21379,75,0,True,37,48,6,6,0.0,1.0,2,7,1,35,1,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-21596,5,1,False,5,10,0,0,0.0,1.0,0,0,1,8,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-21596,10,1,False,10,17,0,0,0.0,1.0,0,0,1,10,5,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-21596,20,1,False,20,28,2,1,0.5,0.9642857142857143,0,2,1,17,6,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-21596,30,1,False,30,39,2,1,0.5,0.9743589743589743,1,3,1,24,8,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-21596,50,0,False,38,47,3,2,0.3333333333333333,0.8936170212765957,3,5,1,28,8,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-21596,75,0,False,38,47,3,2,0.3333333333333333,0.8936170212765957,3,5,1,28,8,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-21612,5,1,True,5,8,0,0,0.0,1.0,0,0,2,6,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-21612,10,1,True,10,13,0,0,0.0,0.9230769230769231,0,0,2,10,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-21612,20,1,True,20,23,0,0,0.0,0.9130434782608695,0,0,2,19,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-21612,30,1,True,30,33,0,0,0.0,0.9393939393939394,0,1,2,28,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-21612,50,0,True,41,44,0,0,0.0,0.9318181818181818,2,2,2,36,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-21612,75,0,True,41,44,0,0,0.0,0.9318181818181818,2,2,2,36,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-21847,5,1,True,5,6,0,0,0.0,1.0,0,0,1,4,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-21847,10,1,True,10,11,2,2,0.0,1.0,0,2,1,7,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-21847,20,1,True,20,21,2,2,0.0,1.0,0,2,1,15,1,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-21847,30,0,True,23,24,2,2,0.0,1.0,2,3,1,15,1,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-21847,50,0,True,23,24,2,2,0.0,1.0,2,3,1,15,1,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-21847,75,0,True,23,24,2,2,0.0,1.0,2,3,1,15,1,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-21930,5,1,False,5,9,0,0,0.0,1.0,0,0,1,7,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-21930,10,1,False,10,15,0,0,0.0,0.9333333333333333,0,0,1,13,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-21930,20,1,False,20,30,0,0,0.0,0.9333333333333333,0,1,1,27,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-21930,30,1,False,30,42,0,0,0.0,0.9285714285714286,0,2,1,38,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-21930,50,0,False,35,48,0,0,0.0,0.9375,2,3,1,41,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-21930,75,0,False,35,48,0,0,0.0,0.9375,2,3,1,41,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-22080,5,1,False,5,10,0,0,0.0,1.0,0,0,0,10,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-22080,10,1,False,10,18,0,0,0.0,1.0,0,0,0,17,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-22080,20,1,False,20,30,2,2,0.0,1.0,0,2,0,27,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-22080,30,1,False,30,42,4,4,0.0,1.0,0,4,0,36,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-22080,50,0,False,41,53,4,4,0.0,1.0,2,5,0,44,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-22080,75,0,False,41,53,4,4,0.0,1.0,2,5,0,44,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-22456,5,1,True,5,7,0,0,0.0,1.0,0,0,1,5,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-22456,10,1,True,10,12,0,0,0.0,1.0,0,0,1,10,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-22456,20,1,True,20,22,1,1,0.0,0.9545454545454546,0,1,1,18,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-22456,30,0,True,26,28,1,1,0.0,0.9642857142857143,2,2,1,21,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-22456,50,0,True,26,28,1,1,0.0,0.9642857142857143,2,2,1,21,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-22456,75,0,True,26,28,1,1,0.0,0.9642857142857143,2,2,1,21,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-22714,5,1,True,5,6,0,0,0.0,1.0,0,0,0,4,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-22714,10,1,True,10,11,1,1,0.0,1.0,0,1,0,8,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-22714,20,1,True,20,21,2,2,0.0,0.9523809523809523,1,3,0,15,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-22714,30,0,True,21,22,2,2,0.0,0.9545454545454546,2,3,0,15,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-22714,50,0,True,21,22,2,2,0.0,0.9545454545454546,2,3,0,15,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-22714,75,0,True,21,22,2,2,0.0,0.9545454545454546,2,3,0,15,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-22914,5,1,True,5,7,0,0,0.0,1.0,0,0,1,6,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-22914,10,1,True,10,13,1,1,0.0,0.9230769230769231,0,1,1,10,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-22914,20,1,True,20,24,3,3,0.0,0.9166666666666666,0,3,1,19,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-22914,30,0,True,28,32,3,3,0.0,0.9375,2,4,1,22,0,3,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-22914,50,0,True,28,32,3,3,0.0,0.9375,2,4,1,22,0,3,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-22914,75,0,True,28,32,3,3,0.0,0.9375,2,4,1,22,0,3,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-23262,5,1,True,5,9,0,0,0.0,1.0,0,0,1,8,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-23262,10,1,True,10,19,0,0,0.0,0.9473684210526315,0,0,2,17,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-23262,20,1,True,20,30,1,1,0.0,0.9666666666666667,0,1,2,26,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-23262,30,1,True,30,42,2,2,0.0,0.9285714285714286,0,2,2,37,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-23262,50,0,True,35,47,2,2,0.0,0.9361702127659575,2,3,2,38,1,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-23262,75,0,True,35,47,2,2,0.0,0.9361702127659575,2,3,2,38,1,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-23413,5,1,True,5,7,0,0,0.0,1.0,0,1,1,5,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-23413,10,1,True,10,12,0,0,0.0,1.0,0,4,1,6,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-23413,20,1,True,20,22,0,0,0.0,0.9545454545454546,0,9,1,11,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-23413,30,1,True,30,32,0,0,0.0,0.96875,2,14,1,13,1,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-23413,50,0,True,30,32,0,0,0.0,0.96875,2,14,1,13,1,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-23413,75,0,True,30,32,0,0,0.0,0.96875,2,14,1,13,1,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-23534,5,1,True,5,6,0,0,0.0,1.0,0,0,1,5,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-23534,10,1,True,10,11,1,1,0.0,0.9090909090909091,0,1,1,8,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-23534,20,1,True,20,21,1,1,0.0,0.9047619047619048,0,1,1,18,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-23534,30,0,True,25,26,1,1,0.0,0.9230769230769231,2,2,1,19,1,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-23534,50,0,True,25,26,1,1,0.0,0.9230769230769231,2,2,1,19,1,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-23534,75,0,True,25,26,1,1,0.0,0.9230769230769231,2,2,1,19,1,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-23824,5,1,True,5,7,1,1,0.0,1.0,0,1,1,5,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-23824,10,1,True,10,12,2,2,0.0,0.9166666666666666,0,2,1,8,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-23824,20,0,True,17,19,3,3,0.0,0.9473684210526315,2,4,1,11,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-23824,30,0,True,17,19,3,3,0.0,0.9473684210526315,2,4,1,11,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-23824,50,0,True,17,19,3,3,0.0,0.9473684210526315,2,4,1,11,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-23824,75,0,True,17,19,3,3,0.0,0.9473684210526315,2,4,1,11,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-23950,5,1,False,5,8,0,0,0.0,1.0,0,0,1,6,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-23950,10,1,False,10,18,0,0,0.0,0.9444444444444444,0,0,1,11,5,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-23950,20,1,False,20,31,0,0,0.0,0.9354838709677419,0,0,1,24,5,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-23950,30,1,False,30,41,2,2,0.0,0.9512195121951219,0,2,1,32,5,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-23950,50,0,False,36,47,2,2,0.0,0.9361702127659575,2,3,1,35,5,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-23950,75,0,False,36,47,2,2,0.0,0.9361702127659575,2,3,1,35,5,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-24066,5,1,True,5,7,1,1,0.0,1.0,0,1,1,4,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-24066,10,1,True,10,12,2,2,0.0,1.0,0,2,1,8,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-24066,20,1,True,20,22,3,3,0.0,1.0,1,4,1,14,1,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-24066,30,0,True,21,23,3,3,0.0,1.0,2,4,1,14,1,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-24066,50,0,True,21,23,3,3,0.0,1.0,2,4,1,14,1,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-24066,75,0,True,21,23,3,3,0.0,1.0,2,4,1,14,1,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-24213,5,1,True,5,6,1,1,0.0,1.0,0,1,1,3,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-24213,10,1,True,10,11,2,2,0.0,0.9090909090909091,0,2,1,7,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-24213,20,0,True,19,20,3,3,0.0,0.9,2,4,1,11,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-24213,30,0,True,19,20,3,3,0.0,0.9,2,4,1,11,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-24213,50,0,True,19,20,3,3,0.0,0.9,2,4,1,11,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-24213,75,0,True,19,20,3,3,0.0,0.9,2,4,1,11,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-24443,5,1,True,5,6,0,0,0.0,1.0,0,0,0,5,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-24443,10,1,True,10,11,0,0,0.0,1.0,0,0,0,10,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-24443,20,1,True,20,21,0,0,0.0,1.0,0,1,0,18,1,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-24443,30,0,True,25,26,0,0,0.0,1.0,2,2,0,20,1,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-24443,50,0,True,25,26,0,0,0.0,1.0,2,2,0,20,1,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-24443,75,0,True,25,26,0,0,0.0,1.0,2,2,0,20,1,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-24539,5,1,True,5,5,0,0,0.0,0.8,0,0,0,4,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-24539,10,1,True,10,10,1,1,0.0,0.9,0,1,0,8,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-24539,20,0,True,14,14,1,1,0.0,0.9285714285714286,2,2,0,9,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-24539,30,0,True,14,14,1,1,0.0,0.9285714285714286,2,2,0,9,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-24539,50,0,True,14,14,1,1,0.0,0.9285714285714286,2,2,0,9,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-24539,75,0,True,14,14,1,1,0.0,0.9285714285714286,2,2,0,9,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-24562,5,1,True,5,7,0,0,0.0,0.8571428571428571,0,0,0,6,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-24562,10,1,True,10,12,0,0,0.0,0.9166666666666666,0,0,0,11,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-24562,20,1,True,20,22,0,0,0.0,0.9545454545454546,0,1,0,19,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-24562,30,0,True,23,25,0,0,0.0,0.96,2,2,0,19,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-24562,50,0,True,23,25,0,0,0.0,0.96,2,2,0,19,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-24562,75,0,True,23,25,0,0,0.0,0.96,2,2,0,19,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-24661,5,1,True,5,7,0,0,0.0,1.0,0,0,1,6,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-24661,10,1,True,10,12,1,1,0.0,0.9166666666666666,0,1,1,9,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-24661,20,1,True,20,23,3,3,0.0,0.9565217391304348,0,5,1,15,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-24661,30,0,True,27,31,4,4,0.0,0.9354838709677419,2,7,3,17,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-24661,50,0,True,27,31,4,4,0.0,0.9354838709677419,2,7,3,17,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-24661,75,0,True,27,31,4,4,0.0,0.9354838709677419,2,7,3,17,0,2,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,astropy__astropy-12907,5,1,True,5,5,1,1,0.0,1.0,1,1,1,0,0,1,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,astropy__astropy-12907,10,1,True,10,10,1,1,0.0,0.9,1,1,1,1,0,5,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,astropy__astropy-12907,20,1,True,20,20,3,2,0.3333333333333333,0.85,1,3,1,7,0,7,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,astropy__astropy-12907,30,1,True,30,30,6,5,0.16666666666666666,0.9,1,6,1,14,0,7,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,astropy__astropy-12907,50,0,True,38,38,8,7,0.125,0.9210526315789473,3,10,1,15,1,7,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,astropy__astropy-12907,75,0,True,38,38,8,7,0.125,0.9210526315789473,3,10,1,15,1,7,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,astropy__astropy-13033,5,1,False,5,5,1,1,0.0,1.0,1,1,1,0,0,1,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,astropy__astropy-13033,10,1,False,10,10,1,1,0.0,0.9,1,1,1,3,0,3,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,astropy__astropy-13033,20,1,False,20,20,2,2,0.0,0.95,1,2,5,7,0,4,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,astropy__astropy-13033,30,1,False,30,30,8,6,0.25,0.9,1,8,5,11,0,4,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,astropy__astropy-13033,50,0,False,33,33,8,6,0.25,0.9090909090909091,2,9,5,12,0,4,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,astropy__astropy-13033,75,0,False,33,33,8,6,0.25,0.9090909090909091,2,9,5,12,0,4,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,astropy__astropy-13236,5,1,False,5,5,1,1,0.0,1.0,0,1,1,1,0,1,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,astropy__astropy-13236,10,1,False,10,10,1,1,0.0,1.0,0,1,1,3,0,4,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,astropy__astropy-13236,20,1,False,20,20,3,3,0.0,0.75,0,3,1,9,0,6,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,astropy__astropy-13236,30,1,False,30,30,8,3,0.625,0.7333333333333333,0,8,1,13,1,6,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,astropy__astropy-13236,50,1,False,50,50,8,3,0.625,0.82,0,8,5,29,1,6,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,astropy__astropy-13236,75,1,False,75,75,14,7,0.5,0.8133333333333334,0,14,9,43,2,6,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,astropy__astropy-13398,5,1,False,5,5,0,0,0.0,1.0,0,0,3,2,0,0,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,astropy__astropy-13398,10,1,False,10,10,0,0,0.0,1.0,0,0,3,7,0,0,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,astropy__astropy-13398,20,1,False,20,20,1,1,0.0,1.0,0,1,5,14,0,0,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,astropy__astropy-13398,30,1,False,30,30,1,1,0.0,0.9666666666666667,0,1,5,19,0,5,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,astropy__astropy-13398,50,1,False,50,50,9,6,0.3333333333333333,0.92,0,9,5,30,0,6,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,astropy__astropy-13398,75,0,False,59,59,9,6,0.3333333333333333,0.9322033898305084,2,12,5,33,1,6,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,astropy__astropy-13453,5,1,True,5,5,1,1,0.0,1.0,0,1,2,0,0,1,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,astropy__astropy-13453,10,1,True,10,10,1,1,0.0,1.0,0,1,3,2,0,3,1
